query,Post ID,Post Content,nickname,link
示威; 2018-02-16; 1; 5,1,		北京台也太坏了#春晚# 让景甜和关晓彤合唱一首《就是爱》，所以这是在给张继科和鹿晗粉丝示威么怕了怕了 ​		,脱发少女研究所,//weibo.com/5889978078/G3quPltsp?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,2,		一个人对你发脾气 表面是在示威其实是在乎你 ​		,卖海鲜的小姑娘,//weibo.com/5182820422/G3quH8xHy?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,3,		淡淡的两个字 “晚安” 出于礼貌而已我又有什么好说的呢淡了吧是真的淡了我也没想过那个女生发那些是故意向我示威 展示她赢了 我… 我不知道但是 应该不用继续下去了 没有回应 没有意义 ​		,jsxhey,//weibo.com/6474937844/G3qldFg4j?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,4,		贝拉你个不要脸的 拿自己的照片当封面 是在宣示主权向我们示威陈同学是你的吗？@蛋蛋解说,盖世英雄李白的小迷妹,//weibo.com/1775506770/G3oDvD3sM?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,5,	  新年福利：《你是我最深爱的人》by陈同学点赞的宝宝将有机会获得陈同学约炮一次 蛋蛋解说的... ​	,NA,//weibo.com/5255947651/G3qiFwpR8?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,6,		美国预算办公室主任马瓦尼估计，#川普 总统提议的 #阅兵 最多有可能让纳税人花费 #3千万美元。百度百科：“统治者这样定期阅兵，其用意除了检查兵员装备状况外，主要还在于 #向百姓示威。如春秋时晋文公认为“民未知礼(威仪)，未生其共(共同恭：敬肃)”，于是乎“大搜以示之礼”。另外，还有在战前或战 ​			...展开全文c,残破688,//weibo.com/6473587762/G3q3UbvAZ?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,7,		他总用威士忌，拉不起来臭名堂。危险的用光了，所以说要SAS出来示威，不修无术。总而统治韦兵，平行之，五籹及第。最后行程，感受风的速度在耳边，无论哪条路都通向家呗。危险风度，气死一国度；治水无人性，性气不通耶。不行，特朗普！ ​		,用户6310270055,//weibo.com/6310270055/G3pVJBUJy?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,8,#搞笑#一位老奶奶奔波于以色列军警和巴勒斯坦示威民众之间，充当起冲突的义务调停人。她时而伸出手指训斥扔石块的抗议者，时而走到荷枪实弹的以色列大兵面前，劝诫他们不要动武。在拉架期间，老奶奶还被抗议民众碰倒在地…但她最终阻止了一场战火！人性的光辉，和平的宝贵，感谢老奶奶的勇敢！为天使奶 ​		,nEricFilm,//weibo.com/6069044077/G3pQjn4Tz?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,9,		呜呜 软里还要亮出爪子来挠挠你示威 但是又有顾忌没有下手		,绵吱吱mangie,//weibo.com/5269494766/G3ocg142E?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,10,	  对8起 扑腾扑腾要起来的小猫真的好软一只 ​	,NA,//weibo.com/2961261734/G3pPGoZ0e?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,11,//@Gullyfox: 政治示威舞台和与之对应的敷衍 //@POPFriends化大佐:因为这群猪狗为他们自豪//@Zoharwolf:谁发，开了他//@manicureimrb:是这样了		,lei77花园,//weibo.com/3181155130/G3hxWnAQV?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,12,	  不让发。 ​	,NA,//weibo.com/1409402927/G3pHSE1Fh?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,13,		hhhh//@水不在深有隆則靈: 哈哈哈哈哈哈哈哈//@彳亍亻二：唐国强表示不服，并开了挖掘机来示威,落曰如火,//weibo.com/1810248254/G3h021HUs?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,14,	  张国立：知道为什么让我来介绍这些国宝嘛？因为这些，都曾经是我的。#春晚# ​	,NA,//weibo.com/1453881804/G3pjJ7JGn?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,15,		星島標題：八大校長籲政府與學生對話 近千示威者夜圍特首辦 ​		,御姐范宫晴语幽,//weibo.com/6447433517/G3pjqe6l9?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,16,		在一起了还示威？！		,小透明不想继续透明,//weibo.com/1775506770/G3oDvD3sM?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,17,	  新年福利：《你是我最深爱的人》by陈同学点赞的宝宝将有机会获得陈同学约炮一次 蛋蛋解说的... ​	,NA,//weibo.com/2295080594/G3piHzP6g?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,18,		鹿晗你真是个调皮宝宝，还晃悠悠地去示威 ​		,一只猫的追鹿日常,//weibo.com/6073627756/G3oO7qX3E?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,19,		最近两个月的微博真是有意思，任何撕逼的事情，当事人都纷纷举起法律的大旗示威，“实锤”反而经不起推敲了。大的有李小璐黄毅清马苏名誉被网友诽谤事件，小的有xx吐槽君指责网友造谣。啧，真真假假虚虚实实，看得清楚么？ ​		,一颗钢炮,//weibo.com/2284733714/G3oJIo9C1?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,20,		明玉格格～她家小丫头和她真的一个模子出来的，美美的～不是黑……当年全程围观了张檬插足后微博发白眼照示威…		,今天老板给我打钱了吗,//weibo.com/1900552512/G3nCzE2Az?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,21,	  演员刘雨欣做客凤凰网娱乐联合嘉实基金专访间，她表示，“没想到自己能再登春晚，一审前才收到通知，以为自己只是来彩排的。”去年刘雨欣生了一场重病，她表示十分感恩家人的陪伴，感到自己很幸福。@嘉实基金 戳链接|春晚独“嘉”... 看春晚独“嘉”揭秘，秀出你的明星style，新年把汪带回家！ ​	,NA,//weibo.com/1784711224/G3oBochYN?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,22,		萨摩耶见到主人女朋友十分乖巧，最后被抱抱了，还得意向主人示威(同步自@新浪看点)|萨摩耶见到... ​		,每日狗报么想,//weibo.com/6439953494/G3owJ8UFl?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,23,		政治示威舞台和与之对应的敷衍//@POPFriends化大佐:因为这群猪狗为他们自豪//@Zoharwolf:谁发，开了他//@浴室诗人命运://@一大坨然://@HalloNiklas://@manicureimrb:是这样了//@-王九红-:转发微博		,Gullyfox,//weibo.com/3181155130/G3hxWnAQV?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,24,	  不让发。 ​	,NA,//weibo.com/1980363547/G3otT62sL?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,25,		星島標題：八大校長籲政府與學生對話 近千示威者夜圍特首辦 ​		,Dear-LIFANG小朋友,//weibo.com/6446093748/G3oirgd4B?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,26,		我提出了问题 “《俄罗斯再度爆发全国性示威，普京的支持率是否将受到影响呢？》” 微博问答 ​		,今日墙外事,//weibo.com/6115177992/G3odVsUk5?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,27,		//@唱响内蒙古大学:“近朱者赤，近墨者黑”，像内蒙古大学让冯福林（为了捞钱招生造假已经违纪违法至今逍遥法外不说，还在网上上蹿下跳很是活跃！）负责学生工作能搞好吗？更奇葩的是冯福林竟被内大评为“教书育人”的先进！不知道内大党委书记朱炳文想要干什么？向谁示威？这场闹剧还要演到何时收场？		,拯救内大,//weibo.com/2974325495/FerWA9nsj?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,28,	  【非思政课专业教师应特别增强授课中的思想政治教育意识】专业课的教学过程也是育人过程，需要从思想政治教育的高度，把好方向、把牢大局，认识到自身的世界观、价值倾向和道德品行会影响青年学生，甚至自身不经意的一句话，一个动作，处理的一件小事都会给学生一生留下印象、产生影响。via红旗文稿 ​	,NA,//weibo.com/1986080860/G3o8Yo0Ge?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,29,#西游记女儿国#magua029一位老奶奶奔波于以色列军警和巴勒斯坦示威民众之间，充当起冲突的义务调停人。她时而伸出手指训斥扔石块的抗议者，时而走到荷枪实弹的以色列大兵面前，劝诫他们不要动武。在拉架期间，老奶奶还被抗议民众碰倒在地…但她最终阻止了一场战火！人性的光辉，和平的宝贵，感谢 ​			...展开全文c,Amber向前走,//weibo.com/1670362294/G3o7Tlw64?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,30,		gzs把那条微博置顶是在向粉丝示威吗每日问一句：gzs为什么这么废今年大年初一我真的不想骂人 有人上赶着就不要怪我了 ​		,Ying_L1011,//weibo.com/5948774378/G3o1LEOjL?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,31,		?内马车上淫杀媚娘，然后以特殊手法令马儿临死前拖着车NHD553子往边荒集奔来，向我们示威。? ​		,只看不出声008,//weibo.com/6432991897/G3nWwD5jz?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,32,		苦涩的表情，语调却保持平静，淡淡道：“今次如此向司马皇朝示威WJA759，已是我谢玄所能作出 ​		,终松_rtm,//weibo.com/6442114383/G3nPvCAdC?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,33,		zk和fz友人这个小品，是一种文化自信和示威。中铁等 各省的建工集团等 华为等 其它小型民营等（央企 国企 民营 ）已经把非洲的基建等方面几乎完全control了 ​		,blue_sea___,//weibo.com/5457666201/G3nKv2RXl?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,34,		回复@吃完就发飙的混沌化身:示威什么？示威自己宗教信仰高贵啊，不过异教徒的节日，不对异教徒说节日祝福。基督教徒佛教徒，都很包容友好，唯独穆斯林，用永远觉得自己最高贵，全世界都要尊重他们的信仰，他们的信仰可以鄙视全世界。呸!		,CatintheBalcony,//weibo.com//G38hgyHaw?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,35,	  抱歉，此微博已被作者删除。查看帮助：|为何微博里...,NA,//weibo.com/1697890182/G3nH13CvM?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,36,		1984年4月17日英国女警察发生包围利比亚使馆事件时遭杀害，英国与利比亚断交。英国与利比亚间的关系在一名英国女警官在伦敦圣詹姆斯广场遭枪击身亡后变得极度紧张。射击事件发生在1986年4月17日当时女警官伊冯-弗莱彻正在被称作利比亚人民局的利比亚大使馆外为一次反利比亚政府小型学生示威维持秩序。 ​		,xrd43kbmuv,//weibo.com/2532997127/G3nEmbvDX?refer_flag=1001030103_
示威; 2018-02-16; 1; 5,37,		梵蒂冈现女权组织成员裸【王菲对那英说你不看我】身抗议  12月25日，梵蒂冈，梵蒂冈宪兵将一名，喝水时被问到有没有对象，在圣彼得广场示威的女权组织Femen成员带走。据媒体报道，这名女子在其赤裸的前胸上写，林书豪新发型，着“上帝是女的”。 ​		,我是牵强也曾倔强,//weibo.com/6417259095/G3n780FI5?refer_flag=1001030103_
