query,Post ID,Post Content,nickname,link
反腐; 2018-02-19; 1; 10,1,		描上海反腐战士 ​		,烦心OC-O,//weibo.com/6044216856/G3TxAidY3?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,2,		【新闻敲诈的式微】对21世纪系的打击，官媒的自我审查，都说明了依靠新闻敲诈获取盈利再也不可能光明正大走下去了。今年上半年一家非常著名的杂志盈利才50万，若无各类活动支撑，早就办不下了。纸媒的衰败面临市场和反腐的双重夹击，媒体人除了转型、出走和创业别无他法。树倒猢狲散的场景迟早到来。 ​		,车小二的春天慕,//weibo.com/3533606074/G3Txw9Q3p?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,3,		我不建议支持女权的人，因为看不惯某个或者某类女性群体，就去粉仇女者的微博。有朋友以前为了反腐拉郎配就关注过骂腐女特别恶毒的微博，后来发现那些骂女人花样特别多不重样的微博，如果说对拜男女的仇恨指数是2，对女权就是10。除非你不搞女权，不然那种人哪怕不骚扰你，也有可能骚扰你的女权好友。 ​		,女权主义贴吧,//weibo.com/3238362920/G3TuM0dPs?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,4,@利剑反腐02 // //		,用户4335512088,//weibo.com/6342709718/Fs189v1DZ?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,5,	  自己画个图就是举报贪官的证据。一张过期的营业执照就是你违建合法仍的凭据。別装了。拆了你的违建收不了租金了。恼羞成怒骂政府沒用。你嘴上说的全是真的就去检察院吧。你是什么东西你自己还不知道。一个小混混倒处盖违建政府拆了。沒财路充当起反腐斗士了。毕雀德。茕茕而南行在网上狼狈为奸。发十个 ​		...展开全文c,NA,//weibo.com/6238767792/G3Tuq7tqJ?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,6,@利剑反腐02 /@天言001 // //@毕雀德 / 初爱国G 用: 毕雀德，茕茕而南行不要狼狈为奸仍狡辨了。		,用户4335512088,//weibo.com/6342709718/FFpDCus49?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,7,	  毕崔德，茕茕而南行你们的违建全拆了 ，收不着租金了好逸而劳的曰子沒了。神精错乱，幻觉出有人刀 ，枪，炮地追杀你就差说原子弹了吧？你那些不能自圆其说，自相矛盾的所谓你违建合法的证据。网民会看会分折，不要挑起网民对立，你说的一切不如放屁。拆你的违建，你说成了惊天大案？，网民就关注你了， ​		...展开全文c,NA,//weibo.com/6238767792/G3TuloqfN?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,8,#反腐～肃纪# #东锅说事# //@记者谈春平:#老谈说事# 孩子挺住不怕坏人 http://t.cn/RRDhND1,景洪东生,//weibo.com/2458371534/G3RnC29j5?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,9,#老谈说事# 孩子 我给你扩散 ​	,NA,//weibo.com/1807371273/G3TsYfq6u?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,10,		牛逼的女人，或者说只是单纯的逼牛的女人。。。厉害啊。。。。看来坊间传闻她是南京市委书记张敬华的小三，看来还是真的啊。。。 啧啧啧，小三反腐，牛逼牛逼。。鼓掌鼓掌，狗年第一案，可以从南京开始了		,蛋疼欲裂的快感,//weibo.com/6379022778/G3JGFwLsc?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,11,	  一个人，一座城！？@经典975DJ邓煌 ​	,NA,//weibo.com/1270594465/G3TrKkkRr?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,12,		一篇天文学术论，一篇地理学术论，一篇人文学术论，一篇反腐檄文，一篇关于成人制度改革的文章，一篇关于教育制度改革的文章，还有其他的一些文章，出售，15352768354 ​​​一个关于手机信息安全的app软件设计创意，一种纸牌，一些其他的创意，15352768354微信，手机都是 ​​​ ​			...展开全文c,故作非伟,//weibo.com/6483097733/G3TrdgmZV?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,13,"@闷得慌闲得慌:腐败分子遍地都是，查谁不查谁岂能由你我来定夺？否则……,你懂的。@大海_94036:访民没看见实效@道路以目时代:反腐要让人民群众确确实实地看到疗效！否则都是虚假广告！@yiyuanti:这么重要的腐败线索，组织都不追查，就不要拿反腐忽悠民众了！		",抢提包,//weibo.com/2801072800/FaCG3stSa?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,14,	  我在湖北省阳光信访--微信平台上举报的问题。即，襄阳监狱违规建房，襄阳规划局多次修改规划，房管局处罚购房人、而不是违建者。投诉至信访局，可惜，竟然1、将我投诉的问题转至随州市曾都区（图3）2、襄阳市规划局给我的回复是给别人的回复（图4）3、答非所问。反腐、正风成笑话！ ​​​	,NA,//weibo.com/2801072800/G3TpDtmPg?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,15,		警惕披着年俗外衣的“四风”--反腐倡廉-人民网 （分享自 @人民网） http://t.cn/RRd07bH ​		,杜校王应平,//weibo.com/6023810520/G3TpyEO8w?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,16,反腐倡廉人人有责!清除党内败类!,快乐科普人,//weibo.com/6471000656/G2QdrsWNf?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,17,	  我王燕茹原银行职员现实名举报原扬州采购科科长黄宇道德败坏，行凶打人，家庭巨额财产来源不明，婚后上班时间利用财政局身份多次开房，态度恶劣，气焰嚣张，打击报复实名举报人@清风扬州 ​	,NA,//weibo.com/2394514663/G3Tp8Ekey?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,18,		为什么会有人说米2反腐？一人之下本来就不是腐漫啊，二叔基本还是比较热爱配bg的吧，九九里好几对啊，不过cp嗑法还是仁者见仁智者见智吧，兄弟情画的好嗑嗑bl也ok的，九九我就嗑过策瑜。 ​		,世界第一魔术师殿下,//weibo.com/5215599294/G3Timxnn6?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,19,		//@曾文泉1:这个视频是实名举报福建省南安市(官商勾结)强占荷楼村集体耕地(160)多亩。其商业价值十几个亿，被新浪多次锁住，是新浪得人钱财以人消灾呢?还是地产商后台硬。希望新浪支持中央反腐。谢谢！		,曾文泉2,//weibo.com/5908936776/F6hEqBDOu?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,20,	  分享视频 http://t.cn/RSSQRtT ​	,NA,//weibo.com/5908936776/G3TieuXkU?refer_flag=1001030103_
反腐; 2018-02-19; 1; 10,21,		昨天英国《金融时报》有一句话一针见血：“现在在中国连说一句要求官员财产公示都可能被抓去坐牢，还谈什么反腐？” http://t.cn/RJ2D8Qr ​		,肖恩Penn,//weibo.com/2699429695/G3TibxBS0?refer_flag=1001030103_
