query,Post ID,Post Content,nickname,link
污染; 2018-02-20; 1; 25,1,@评价达人网，@娅进国际 #宝BOX##妆前妆后# “自然一张 童印倍护面部清洁湿巾&薇蒂艾儿 清新亮肤妆前乳”自然一张童印倍护面部清洁湿巾来自济州清静自然的湿巾，可有效抵御细小颗粒物，避免粉尘及雾霾污染~薇蒂艾儿清新亮肤妆前乳提亮肤色，妆后肌肤含隐隐珠光感，可以打造3D立体妆容哟质地轻薄水润 ​			...展开全文c,歪脖小NANA,//weibo.com/1875705333/G431v01Yp?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,2,		看了评论才知道原来win10不用装杀毒软件360真的气死我了，不只一次在电脑上发现他擅自装东西。删也不知道怎么删，只能每次开电脑后台进程都清理一遍。我也不敢把手机连电脑，因为也会被360污染。真的太垃圾了！等换电脑后离他远远的,颜艺小公主时一,//weibo.com/1772164067/G3VuIwYu2?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,3,	  【今年的 新年大新闻来了】【疑似b站数据库泄露，大部分人在b站绑定的手机号和密码能直接登录360的快视频！】据凌晨3点左右可靠消息来源，B站数据库疑似被脱裤。在今日凌晨2点左右，有大量的B站观众发现，在360快视频上可以直接使用B站的账号密码登陆到该视频平台。截止目前4点39分，已经发现有不 ​		...展开全文c,NA,//weibo.com/2532836354/G431iAN9J?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,4,		【龙峪湾】龙峪湾位于河南省洛阳市西南165公里处伏牛山腹地的栾川县境内。这里“龙”文化荟萃，自然景观万千，四季景色秀丽，奇峰异石林谷幽深。是原始的、纯天然的、无污染的生态旅游区。观赏面积300余平方公里，已开发12个景区218景点，是河南省首家“全国文明森林公园”。 ​		,庹玉娇国际范,//weibo.com/6192372380/G4316xm1t?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,5,		脱下鞋子不让眼前泥潭污染纯洁跳下去沉下去死亡带着纯粹的死亡探出头带着向往向往下一处的死亡 ​		,LeBronlh,//weibo.com/5400493460/G4316t6Xg?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,6,		【日照海滨公园】日照海滨公园依山傍海，浪缓滩阔，沙质细润，海水洁净，拥有7公里的黄金海岸线，是北方一流的天然海滨浴场，被有关专家誉为“中国沿海仅存未被污染的黄金海岸”。美籍华裔物理学家丁肇中先生称这里的沙滩“夏威夷所不及”。日照海滨国家森林公园位于山东省日照市北沿海路北首。 ​		,沧了个海海海是天才2012,//weibo.com/5929380803/G430YeNb5?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,7,		我免费围观了 @阿忆 的回答，问题价值 33.00 元，快来一起免费围观~ 微博问答 ​		,台山金山阿伯,//weibo.com/1954326387/G430JslzH?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,8,		【苏梅岛】苏梅岛是泰国第三大岛，相比人们熟知的普吉岛来说，相对没有那么嘈杂。抛开生活的压力，远离污染的空气，来到这里享受蓝天白云，享受一望无际的大海吧！ ​		,幸福默默fighting远福,//weibo.com/3803439991/G430IiKo7?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,9,		在环境污染和化学品泛滥的今天，我们苦苦坚守传统的道德和良知，以纯天然、安全有效为绝对的宗旨，从生理，生物角度，改善肌肤调节身心，养出颜美人！高品质的天然护肤品，彻底改善你们容颜 |咸阳·亭口... ​		,冰心liu颜面膜,//weibo.com/6334862490/G42ZnyC28?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,10,		想给南韩大批无脑网民众筹人手一瓶洁厕灵和厕所刷洗洗嘴还有人头一副猪脑戴上。你们污染到地球与人类的平衡发展了。 ​		,PeachAndLove,//weibo.com/3523839113/G42ZmkLcw?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,11,		“在世界单项的资源中，大麦的嫩苗含有丰富最均衡的营养。取自自然生长环境的大麦嫩叶，将成为未来人类克服环境污染和预防疾病的最佳健康饮品。”  【日】荻原义秀 博士 |惠州·平潭... ​		,秀秀青汁66473324776,//weibo.com/6473324776/G42Ziwuw1?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,12,		【揉眼睛有何危害】眼睛表面覆盖了一层上皮，很脆弱，揉眼睛时很容易损伤这层上皮。我们的手常常携带大量的细菌和病毒，揉眼睛时还会污染这层上皮。细菌或病毒很快乘虚而入，进行繁殖，上皮损害加重，因而出现眼红、眼磨、眼分泌物增多等结膜炎的表现。 ​		,用户6390887516,//weibo.com/6390887516/G42Zc3Blx?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,13,		下一步就该去loft污染了		,千与千寻812,//weibo.com/5892046930/G42NTotfw?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,14,	  本来不想带大名发微博，但是由于陈伟霆粉借机带我家大名发微博rs草，虽然会污染本九的微博，但本九秉承着我不入地狱，谁入地狱的精神，姑且发之️16号11点28分，票圈代购特意发李易峰同款推荐戒指，如图一图二可见，票圈图【无水印】，图三可知时间先后显而易见，这可见李易峰带货能力之强 ​		...展开全文c,NA,//weibo.com/6058062842/G42Z8stun?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,15,|爆笑话 观音下凡，想看一看唐僧师徒取经情况，结果只看到唐僧一人在徒步行走。菩萨问：“唐玄奘~你的徒弟们呢？”唐僧：“都请假了，悟空的花果山旅游区分红，请假领钱去了。八戒说双十一高小姐把他的信用卡刷爆了，请假半年打工赚钱还债去了。悟净嘛，流沙河污染严重，被环保部门叫去 ​			...展开全文c,趣事怪事奇事,//weibo.com/6015475346/G42Y6nKyH?refer_flag=1001030103_
污染; 2018-02-20; 1; 25,16,		一句话会改变一生……角质堆积……长期下去肤色看起来越来越不均匀！建议倒在化妆棉上！不但不能让化妆水起到原本的爽肤，抹在脸上还会造成二次污染！如果手不够清洁的话：反而让脸上再加多一层来自手掌的脏污、【爽肤水】很多人喜欢把爽肤水倒在手心再往脸上抹！其实这样的涂抹方式并不合理！ ​			...展开全文c,恩年_漾,//weibo.com/2884104743/G42Y5celG?refer_flag=1001030103_
